businessName,phoneNumber,streetaddress,city,state,zipcode,country,address,longitude,latitude,imageUrls,websiteUrl,category,keyword
India in Style,(410) 788-8801,6400 Baltimore National Pike #135B,Catonsville,Maryland,21228,United States,"6400 Baltimore National Pike #135B,Catonsville,Baltimore County,Maryland,21228,United States",39.28469,-76.75711,"{""https://drive.google.com/file/d/10YxYJoeO5QEVTiprB0s8fhXOns1zUjKj/view?usp=drivesdk"",""https://drive.google.com/file/d/1TAT8NUnh5WK_fZ0fkwW3iBOGfNAiI3f6/view?usp=drivesdk"",""https://drive.google.com/file/d/1ZyTNBjuQ4dRwERLYwvgbin2e1OpnM4hW/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Indian Trading Post,(410) 641-3120,8430 Stephen Decatur Hwy,Berlin,Maryland,21811,United States,"8430 Stephen Decatur Hwy,Berlin,Coos county,Maryland,21811,United States",38.29088,-75.15084,"{""https://drive.google.com/file/d/1Y78US6h_2Vu7roFv_a742k5s2t-wWnYk/view?usp=drivesdk"",""https://drive.google.com/file/d/1hJaUlzvZX7YOCsUsWwPRs9VIVyCdwz3F/view?usp=drivesdk"",""https://drive.google.com/file/d/1EiD49ZDPOjSflgbKxswOKO7OiYRS-54j/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Indian Super Market,(301) 589-8423,8107 Fenton St,Silver Spring,Maryland,20910,United States,"8107 Fenton St,Silver Spring,Montgomery County,Maryland,20910,United States",38.99068,-77.02375,"{""https://drive.google.com/file/d/1agcrWJHzNTxQwg9Jcs0w3md3FhaneR2F/view?usp=drivesdk"",""https://drive.google.com/file/d/1EiD49ZDPOjSflgbKxswOKO7OiYRS-54j/view?usp=drivesdk"",""https://drive.google.com/file/d/1ZyTNBjuQ4dRwERLYwvgbin2e1OpnM4hW/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Easter Bazar,(301) 490-4666,15101 Baltimore Ave,Laurel,Maryland,20707,United States,"15101 Baltimore Ave,Laurel,Laurel County,Maryland,20707,United States",39.09718,-76.84757,"{""https://drive.google.com/file/d/1mnK4gruxs-RcANhHD1RnrKmVOPq_y-mV/view?usp=drivesdk"",""https://drive.google.com/file/d/1tWUvSjSqSXfXffZj6zdA2RhHnZomQ3y8/view?usp=drivesdk"",""https://drive.google.com/file/d/1tqSKhcNoEnPjKh57JKkHrPLQO17WSsHa/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
AAM all about me,(240) 477-6866,435 E Diamond Ave Ste C,Gaithersburg,Maryland,20877,United States,"435 E Diamond Ave Ste C,Gaithersburg,Montgomery County,Maryland,20877,United States",50.68835,-114.22163,"{""https://drive.google.com/file/d/1ZXu7ow3alCMI1l4O-vTNNMWXrKDxRBwQ/view?usp=drivesdk"",""https://drive.google.com/file/d/1I1ToMPgRIgPLADcMhI6WqSyYwsuel0ez/view?usp=drivesdk"",""https://drive.google.com/file/d/1I1ToMPgRIgPLADcMhI6WqSyYwsuel0ez/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Bangla Bazaar,(240) 542-4096,11468 Cherry Hill Rd,Beltsville,Maryland,20705,United States,"11468 Cherry Hill Rd,Beltsville,Prince George's County,Maryland,20705,United States",39.04457,-76.95159,"{""https://drive.google.com/file/d/1RtgeR--FqA5Z603MGFVvcmwM1GzNJOdT/view?usp=drivesdk"",""https://drive.google.com/file/d/1BuNYq1s1IVSjUhq-R3136fGPyZl_Tr5e/view?usp=drivesdk"",""https://drive.google.com/file/d/1hJaUlzvZX7YOCsUsWwPRs9VIVyCdwz3F/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Home of Indusfood Inc,(301) 279-2121,765 Rockville Pike,Rockville,Maryland,20852,United States,"765 Rockville Pike,Rockville,Montgomery County,Maryland,20852,United States",39.07765,-77.14073,"{""https://drive.google.com/file/d/1isqaGS_ETP9aDQZZ15lSKxkG37JqHY3S/view?usp=drivesdk"",""https://drive.google.com/file/d/1TYTLKjKaXH4s4lpUTzqyoQSCnSrH3SO4/view?usp=drivesdk"",""https://drive.google.com/file/d/1EiD49ZDPOjSflgbKxswOKO7OiYRS-54j/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Punjab SuperMarket & Halal Meat,(410) 574-4995,8767 Philadelphia Rd,Rosedale,Maryland,21237,United States,"8767 Philadelphia Rd,Rosedale,Kern County,Maryland,21237,United States",39.34018,-76.48519,"{""https://drive.google.com/file/d/1qIXeb2Px5lm6VBLcIZvRZkufqdgfSQHV/view?usp=drivesdk"",""https://drive.google.com/file/d/147Fhpm73RIn3r4UjTQkbne0Vv44VkUMa/view?usp=drivesdk"",""https://drive.google.com/file/d/1BXdNLLuZ6IVV0EGEoehcjW8tI9h7bmIa/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Dana Bazaar,(240) 801-9359,12941 Wisteria Dr,Germantown,Maryland,20874,United States,"12941 Wisteria Dr,Germantown,Montgomery County,Maryland,20874,United States",39.17705,-77.27024,"{""https://drive.google.com/file/d/1paYATNCYyQ9gPLQRK6mSmXTmuWd1zB7a/view?usp=drivesdk"",""https://drive.google.com/file/d/1qRvbf-F_4rtAL7GVfj6-E5PsPNyrKgHn/view?usp=drivesdk"",""https://drive.google.com/file/d/1tWUvSjSqSXfXffZj6zdA2RhHnZomQ3y8/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Indian Head Animal Hospital,(301) 292-1150,10909 Indian Head Hwy,Fort Washington,Maryland,20744,United States,"10909 Indian Head Hwy,Fort Washington,Prince George's County,Maryland,20744,United States",38.73938,-76.99203,"{""https://drive.google.com/file/d/1DSXyCzaSZjz3vmaVEMjKtk_QZ2E-HoMd/view?usp=drivesdk"",""https://drive.google.com/file/d/1k-kZynk7ZRvRitQAPde9ugLZ4xoBBTXf/view?usp=drivesdk"",""https://drive.google.com/file/d/1tt6ZTgmUwS48atLYupOm-g_HGTDARFoM/view?usp=drivesdk""}",,Hospital,"{""Hospital"", "" mediacal"", "" chemist"", "" dawa shop"", "" dawa ki dukan""}"
Advantia Health Indian Creek Surgery Center,(240) 560-5089,12240 Indian Creek Ct,Beltsville,Maryland,20705,United States,"12240 Indian Creek Ct,Beltsville,Prince George's County,Maryland,20705,United States",39.05765,-76.89779,"{""https://drive.google.com/file/d/1tt6ZTgmUwS48atLYupOm-g_HGTDARFoM/view?usp=drivesdk"",""https://drive.google.com/file/d/1a3Ie_3xNy3WGwPvXUvsrvwvyXzAF54lq/view?usp=drivesdk"",""https://drive.google.com/file/d/1tudeMyY_bA05CH_ay0ou1sFj3DzfCIU3/view?usp=drivesdk""}",,Hospital,"{""Hospital"", "" mediacal"", "" chemist"", "" dawa shop"", "" dawa ki dukan""}"
Indian Head Auto Center,(301) 292-9695,10931 Indian Head Hwy,Fort Washington,Maryland,20744,United States,"10931 Indian Head Hwy,Fort Washington,Prince George's County,Maryland,20744,United States",38.73786,-76.99188,"{""https://drive.google.com/file/d/1AROCJaO9ATFI1cgLmkpm2dkMn6Hz3NkK/view?usp=drivesdk"",""https://drive.google.com/file/d/1srUoUH9-K2yRUXpFD_jgFfoFY6UzwzvA/view?usp=drivesdk"",""https://drive.google.com/file/d/1rL_ew5_9PwO9l_qookSVyx3OqRt9vvKC/view?usp=drivesdk""}",,Auto repair,"{""Auto repair"", "" bike repair"", "" near me bike repair"", "" near me car repair"", "" near me truck repair"", "" repair"", "" Indian repair"", "" Indian mechanic"", "" truck"", "" bike"", "" car"", "" Modification"", "" Garage"", "" repair shop"", "" truck wala""}"
L’amour restaurant,(413) 351-0774,111 Chestnut Street,Springfield,Massachusetts,1103,United States,"111 Chestnut Street,Springfield,Sangamon County,Massachusetts,1103,United States",42.10506,-72.58842,"{""https://drive.google.com/file/d/1gqv6OU3bOgdZzlN3dvEre-_aMJrbLxv-/view?usp=drivesdk"",""https://drive.google.com/file/d/1QntCf7J35KrXBSnNXKae80HcBA6XZqXT/view?usp=drivesdk"",""https://drive.google.com/file/d/1ECvVM3b0ZG2yfx5BX65CxiVmN7FsQxA9/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Pintus Indian Restaurant,(413) 788-4929,217 Elm St,West Springfield,Massachusetts,1089,United States,"217 Elm St,West Springfield,Hampden County,Massachusetts,1089,United States",34.34276,-119.08418,"{""https://drive.google.com/file/d/1kQLH7aoGFGx0Yz441HpkQOIUb5XGmQ2c/view?usp=drivesdk"",""https://drive.google.com/file/d/1P_wlGGOSjCDbWxyStu6mux_4Htg9Pjvi/view?usp=drivesdk"",""https://drive.google.com/file/d/1EbO3lWCmtSiD9agTiJE17u_gOMmxl6j2/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Anmol Indian Restaurant,(978) 232-9009,258 Rantoul St,Beverly,Massachusetts,1915,United States,"258 Rantoul St,Beverly,Essex County,Massachusetts,1915,United States",42.55006,-70.88375,"{""https://drive.google.com/file/d/1qdFyFsz1z1LDyvhVmhkEyIhQ_1Guws97/view?usp=drivesdk"",""https://drive.google.com/file/d/1n3DBMMZaOWyrFhxnsV_j1yG0dmhiZKrJ/view?usp=drivesdk"",""https://drive.google.com/file/d/1y0_tgX7H4jbZRfiSj3MBxc02vxyw8hkL/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Namaste Indian/Nepalese Restaurant,(413) 325-8232,286 Main St,Greenfield,Massachusetts,1301,United States,"286 Main St,Greenfield,Franklin County,Massachusetts,1301,United States",29.88435,-97.79655,"{""https://drive.google.com/file/d/1t8p3FqdZI62gZ5HzlPlHDACPg8U1gSvD/view?usp=drivesdk"",""https://drive.google.com/file/d/1WCvjbOZLYZNPOeHsHGXPj6qD9AY2TJQI/view?usp=drivesdk"",""https://drive.google.com/file/d/1msbdB3nS-aFMXqSwseU9ys7Cqmfek-CI/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Keshar Indian Restaurant And Bar,(781) 985-3201,476 Route 28,West Yarmouth,Massachusetts,2673,United States,"476 Route 28,West Yarmouth,Barnstable County,Massachusetts,2673,United States",41.65073,-70.23863,"{""https://drive.google.com/file/d/1lb0l5hKPmeoxAVoPGMbtYUv7Z9gtJHAE/view?usp=drivesdk"",""https://drive.google.com/file/d/1vucqKU5pwMDa0K_Xhc5P0-SXCtecki59/view?usp=drivesdk"",""https://drive.google.com/file/d/1i3eIOI2rDJ_bb3V-5ZEofw0qzCgo9mhA/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Handi Indian Restaurant,(617) 441-4034,1001 Massachusetts Ave,Cambridge,Massachusetts,2138,United States,"1001 Massachusetts Ave,Cambridge,Cambridgeshire,Massachusetts,2138,United States",30.45141,-87.26427,"{""https://drive.google.com/file/d/1OUZZrnErb6ebQHytCHyft42qSo9JOKoT/view?usp=drivesdk"",""https://drive.google.com/file/d/1PPN8RTlNuAFkUySXcY4G0HWR3NxLx0wr/view?usp=drivesdk"",""https://drive.google.com/file/d/1jbqPvT7DwryiLjQf2-jHTy0XLp286PXw/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Punjab,(781) 643-0943,485 Massachusetts Ave,Arlington,Massachusetts,2474,United States,"485 Massachusetts Ave,Arlington,Tarrant County,Massachusetts,2474,United States",42.41535,-71.15204,"{""https://drive.google.com/file/d/1whB8kpPMFPe0cS3c9MylMlTb1BQ2J-_u/view?usp=drivesdk"",""https://drive.google.com/file/d/1t_VQydFnazCt9igcgGAIOuS_XzKblFHY/view?usp=drivesdk"",""https://drive.google.com/file/d/1stFDjG3b8AagfT_dGwyBxf9Zt_qkG-vw/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Rasoi Restaurant,(508) 872-4060,855 Worcester Rd,Framingham,Massachusetts,1701,United States,"855 Worcester Rd,Framingham,Middlesex County,Massachusetts,1701,United States",42.30044,-71.43192,"{""https://drive.google.com/file/d/1_mSOSIB8ScNZXxnHaGz022XqA5ixViDv/view?usp=drivesdk"",""https://drive.google.com/file/d/1dWraTScZLzsQbgTfNgsmUNEr5GYNqA6L/view?usp=drivesdk"",""https://drive.google.com/file/d/1MMXpXOAzPEAr-tSZCwOZxYYzFv0ilvUm/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Masala Art,(781) 449-4050,990 Great Plain Ave,Needham,Massachusetts,2492,United States,"990 Great Plain Ave,Needham,Norfolk County,Massachusetts,2492,United States",42.27993,-71.23652,"{""https://drive.google.com/file/d/1jZo3eZf6ctAllmnYXjViuEPosYZ3xtLN/view?usp=drivesdk"",""https://drive.google.com/file/d/1xf0Grv_eux1JGT7SLJ1mG4jYAvnbUS8z/view?usp=drivesdk"",""https://drive.google.com/file/d/1BVMVS2jf9D7rSr_7wnpyCmbr3hdvitvq/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Bukhara Indian Bistro,(617) 522-2195,701 Centre St,Jamaica Plain,Massachusetts,2130,United States,"701 Centre St,Jamaica Plain,Suffolk County,Massachusetts,2130,United States",33.92522,-118.40514,"{""https://drive.google.com/file/d/1X7hWUIDdqtqoUb3RHKLSLS5ewCbNF-yb/view?usp=drivesdk"",""https://drive.google.com/file/d/1EXFFHomoIgpMvi8j2MSNQ69QAsxpA_aU/view?usp=drivesdk"",""https://drive.google.com/file/d/11Z4XhrTuYz651xWQ9pEpc9JZTGtnCPDV/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Aroma Bar & Grill,(413) 528-3116,485 Main St,Great Barrington,Massachusetts,1230,United States,"485 Main St,Great Barrington,Berkshire County,Massachusetts,1230,United States",42.18873,-73.36423,"{""https://drive.google.com/file/d/1cl2Ce1NAB64Yim1x5bzgodLIG8kRzzIH/view?usp=drivesdk"",""https://drive.google.com/file/d/1auStx9F3YCoMBeBBmu7rYOFiir1JLlMN/view?usp=drivesdk"",""https://drive.google.com/file/d/1AlyVwJ085FckEoakEPnx5T0nlU5W1FHR/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Singh's Roti Shop,(617) 282-7977,692 Columbia Rd,Dorchester,Massachusetts,2125,United States,"692 Columbia Rd,Dorchester,Dorset,Massachusetts,2125,United States",42.32021,-71.06246,"{""https://drive.google.com/file/d/1_yEzJCE4PvOPc-vfqieSl07sjSkCaepw/view?usp=drivesdk"",""https://drive.google.com/file/d/1VdLM5HhLlXdznquBRImMnRlGe5ebPpHr/view?usp=drivesdk"",""https://drive.google.com/file/d/1vaoBNSPvZUWQ_970AePCIWeUsQvR0Bxj/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Halal Indian Cuisine,(617) 232-5000,736 Huntington Ave,Boston,Massachusetts,2115,United States,"736 Huntington Ave,Boston,Suffolk County,Massachusetts,2115,United States",42.33367,-71.10546,"{""https://drive.google.com/file/d/1ZQ1Qkw9lZhzdjrgtwwxH7jg5vlbu-sd-/view?usp=drivesdk"",""https://drive.google.com/file/d/1LmNWh9sfp685Xicng4ZZAct68HD6q6VW/view?usp=drivesdk"",""https://drive.google.com/file/d/1ULvctD14NN-MGJDJDzyqIsFeweNEOgIq/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Bollywood Grill,(508) 793-9888,97 Boston Tpke,Shrewsbury,Massachusetts,1545,United States,"97 Boston Tpke,Shrewsbury,Shropshire,Massachusetts,1545,United States",42.27552,-71.74975,"{""https://drive.google.com/file/d/1efICKkhd0fnEBbr4C7b-Ywk5CCeI2Dvc/view?usp=drivesdk"",""https://drive.google.com/file/d/1BOrz82Y5-ylOw28KGROQSBoZf2Ge6aF5/view?usp=drivesdk"",""https://drive.google.com/file/d/1Yfw35oR-iakJurcbKajDDb8huKrK4FBj/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Bombay Tandoor Grill,(978) 348-1699,32 Mary Anna Dr,Fitchburg,Massachusetts,1420,United States,"32 Mary Anna Dr,Fitchburg,Worcester County,Massachusetts,1420,United States",42.58899,-71.77643,"{""https://drive.google.com/file/d/12WLJo88t4An9GpHVW9uGHXny7WRTAMT_/view?usp=drivesdk"",""https://drive.google.com/file/d/1JR-OatH_yflPLJihYuPMGHYW96HBfwuA/view?usp=drivesdk"",""https://drive.google.com/file/d/1iLKr-h78gf8eEBtOfcwGagh-ldWQrfU2/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
J & R Indian Head Pub,(781) 294-8592,278 Main St,Hanson,Massachusetts,2341,United States,"278 Main St,Hanson,Hanson County,Massachusetts,2341,United States",33.4072,-82.65811,"{""https://drive.google.com/file/d/15iwX4m9-_pJ59lM44t2peDI-8Nb0mafO/view?usp=drivesdk"",""https://drive.google.com/file/d/1mhHHmd1HB9jhONUaDnwik7j2rniFOmt5/view?usp=drivesdk"",""https://drive.google.com/file/d/1EiSgGCAkTRxRyacHRwJS3Jd8m2s0Q2WB/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Coriander Bistro,(781) 784-2300,5 Post Office Sq,Sharon,Massachusetts,2067,United States,"5 Post Office Sq,Sharon,Northwest Hills Planning Region,Massachusetts,2067,United States",42.12371,-71.17842,"{""https://drive.google.com/file/d/1goKYW3ICqJZsQnR_VsKAW8wu8kE2BlIQ/view?usp=drivesdk"",""https://drive.google.com/file/d/1Zfdp7iBELKXcDfMw513gg_ypysX1D_7T/view?usp=drivesdk"",""https://drive.google.com/file/d/1Yg1JukPSG7wTM9Q8eRgcXXxU_zbgFqDO/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Cafe Mamtaz,(617) 464-4800,87 L Street,South Boston,Massachusetts,2127,United States,"87 L Street,South Boston,Suffolk County,Massachusetts,2127,United States",-26.11385,27.79681,"{""https://drive.google.com/file/d/1RCuJro0brTiwXvV4K9Dsrc5dJfeGn16F/view?usp=drivesdk"",""https://drive.google.com/file/d/1qG96axgNtZvbMx-u1UXp9Hl28IHPpG84/view?usp=drivesdk"",""https://drive.google.com/file/d/1mS7IAS68V2UnEe_iqgnXHaN_8L2xt4bK/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Ayur-Shri,(508) 999-0070,387 State Rd,North Dartmouth,Massachusetts,2747,United States,"387 State Rd,North Dartmouth,Halifax County,Massachusetts,2747,United States",29.89913,-85.06135,"{""https://drive.google.com/file/d/1Mh2UtIxZSOBAxnt3q7u4IDdfzHgzLQRp/view?usp=drivesdk"",""https://drive.google.com/file/d/1ztbPGNmcytbpQ7QlzQyaHncr_aiWPLHs/view?usp=drivesdk"",""https://drive.google.com/file/d/15AHCZdbVKyOp2PmnGmaf8olN7lujX8jt/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
India Quality Restaurant,(617) 267-4499,484 Commonwealth Ave,Boston,Massachusetts,2215,United States,"484 Commonwealth Ave,Boston,Suffolk County,Massachusetts,2215,United States",40.81418,-73.86384,"{""https://drive.google.com/file/d/1cXg0mek6odnUqLqfaKmNWsiAo94cQ0yj/view?usp=drivesdk"",""https://drive.google.com/file/d/1W1mA6Tr1rZkltLHxdyCJ9Oyy2wQcwRlP/view?usp=drivesdk"",""https://drive.google.com/file/d/185j7p-P5uacqCdO_1Q6x-g3ylNB2lWuW/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Chutney's,(617) 491-2545,36 Jfk St,Cambridge,Massachusetts,2138,United States,"36 Jfk St,Cambridge,Cambridgeshire,Massachusetts,2138,United States",42.37278,-71.11975,"{""https://drive.google.com/file/d/1apYiZhmrHnfvo8B8kBlVtEfOUS5uhsLq/view?usp=drivesdk"",""https://drive.google.com/file/d/1EIc2Bni3ZtmkhYFUzIC3OCQjbkFYHTJL/view?usp=drivesdk"",""https://drive.google.com/file/d/1OGpHbdG6TEd0zqAJREP_oRscEQ87Q74-/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
The Maharaja,(617) 547-2757,57 Jfk St,Cambridge,Massachusetts,2138,United States,"57 Jfk St,Cambridge,Cambridgeshire,Massachusetts,2138,United States",42.37212,-71.12089,"{""https://drive.google.com/file/d/1BtciSWajTPopSTP0QH86rk8YQOMJdrZb/view?usp=drivesdk"",""https://drive.google.com/file/d/1r4E2jbv_zKJLYloAEqkFfrThjlY9Qy1I/view?usp=drivesdk"",""https://drive.google.com/file/d/1fguxmXH6vzBwpBBWE5CT0Mcd_6fFpbqQ/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
