businessName,phoneNumber,streetaddress,city,state,zipcode,country,address,longitude,latitude,category,websiteUrl,Image 1,Image 2,Image 3
SINGH truck &tire repair and road service,1 424-450-4004,Golden State Hwy,Fresno,California,93725,United states,"Golden State Hwy, Fresno, CA 93725 (approximate)",36.7123,-119.789,truck repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Om truck and trailer repair,1 559-676-0997,3640 W Nielsen Ave,Fresno,California,93722,United states,"3640 W Nielsen Ave, Fresno, CA 93722",36.8197,-119.7346,truck repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-mikebirdy-190574.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-lumierestudiomx-4116194.jpg
AKS Truck and Trailer repair,1 206-412-2593,5437 S Cedar Ave,Fresno,California,93725,United states,"5437 S Cedar Ave, Fresno, CA 93725",36.7027,-119.7185,truck repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-lumierestudiomx-4116194.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
1313 Cheema Truck and Trailer Repair,1 559-519-8065,3259 S Elm Ave,Fresno,California,93725,United states,"3259 S Elm Ave, Fresno, CA 93725",36.7168,-119.7891,truck repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
RN Truck & Trailer Repair and Road Service,1 559-394-2014,1121 S West Ave,Fresno,California,93706,United states,"1121 S West Ave, Fresno, CA 93706",36.7516,-119.7621,truck repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-mikebirdy-190574.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
S S Truck & Trailer Repair,1 559-233-4550,3490 S Maple Ave,Fresno,California,93725,United states,"3490 S Maple Ave, Fresno, CA 93725",36.7161,-119.7893,truck repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
DTS Truck and Trailer Repair,1 661-667-1284,3107 E Malaga Ave,Fresno,California,93725,United states,"3107 E Malaga Ave, Fresno, CA 93725",36.7183,-119.7892,truck repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-mikebirdy-190574.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-lumierestudiomx-4116194.jpg
SK Truck & Trailer Repair,1 559-210-0071,2301 W Belmont Ave,Fresno,California,93728,United states,"2301 W Belmont Ave, Fresno, CA 93728",36.7816,-119.8257,truck repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-lumierestudiomx-4116194.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Nagi Truck and Trailer Repair,1 559-476-6791,2301 W Belmont Ave,Fresno,California,93728,United states,"2301 W Belmont Ave, Fresno, CA 93728",36.7816,-119.8257,truck repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Gill Express Truck Repair,1 559-977-7946,6943 N Golden State Blvd,Fresno,California,93725,United states,"6943 N Golden State Blvd, Fresno, CA 93725",36.7123,-119.789,truck repair,http://www.gillexpress.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-mikebirdy-190574.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Haryana Truck &Trailer repair shop,1 559-519-1119,4041 S Golden State Blvd,Fresno,California,93725,United states,"4041 S Golden State Blvd, Fresno, CA 93725",36.7123,-119.789,auto repair,http://haryanaworkshop.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Punjab Auto Repair,1 559-252-2711,2508 W Belmont Ave,Fresno,California,93728,United states,"2508 W Belmont Ave, Fresno, CA 93728",36.7816,-119.8257,auto repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-mikebirdy-190574.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-lumierestudiomx-4116194.jpg
Romita Auto Service,1 559-485-5675,4909 E Dakota Ave,Fresno,California,93727,United states,"4909 E Dakota Ave, Fresno, CA 93727",36.7735,-119.7523,auto repair,https://romitaauto.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-lumierestudiomx-4116194.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Aram's Auto Repair Center,1 559-436-8436,6333 N Blackstone Ave,Fresno,California,93710,United states,"6333 N Blackstone Ave, Fresno, CA 93710",36.866,-119.7928,auto repair,http://aramsauto.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Kurata Auto,1 559-264-2045,606 E Divisadero St,Fresno,California,93721,United states,"606 E Divisadero St, Fresno, CA 93721",36.7461,-119.7896,auto repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-mikebirdy-190574.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Deep's Auto Repair,1 559-485-1140,5240 E Jensen Ave,Fresno,California,93727,United states,"5240 E Jensen Ave, Fresno, CA 93727",36.7758,-119.7423,auto repair,http://deepsautorepair.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Rasmussen Auto Repair,1 559-251-0669,1023 N Maple Ave,Fresno,California,93727,United states,"1023 N Maple Ave, Fresno, CA 93727",36.7957,-119.7893,auto repair,https://rasmussenautorepairfresno.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-mikebirdy-190574.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-lumierestudiomx-4116194.jpg
Suki's Auto Repair & Shop,1 559-276-0869,4386 W Shields Ave,Fresno,California,93722,United states,"4386 W Shields Ave, Fresno, CA 93722",36.779454,-119.869987,auto repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-lumierestudiomx-4116194.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Singh 24HR Road service truck repair,1 559-395-3011,Shaw Ave,Fresno,California,93704,United states,"Shaw Ave, Fresno, CA 93704 (approximate)",36.7745,-119.7901,auto repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-sejio402-29226618.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
SINGH truck &tire repair and road service,1 424-450-4004,Golden State Hwy,Fresno,California,93725,United states,"Golden State Hwy, Fresno, CA 93725 (approximate)",36.7123,-119.789,auto repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-mikebirdy-190574.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/AUTO/pexels-calin-razvan-262045390-12658302.jpg
Romita Auto Service,1 559-485-5675,4909 E Dakota Ave,Fresno,California,93727,United states,"4909 E Dakota Ave, Fresno, CA 93727",36.7735,-119.7523,car repair,https://romitaauto.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-artempodrez-8985455.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-lumierestudiomx-4116225.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-artempodrez-8985455.jpg
Punjab Auto Repair,1 559-252-2711,2508 W Belmont Ave,Fresno,California,93728,United states,"2508 W Belmont Ave, Fresno, CA 93728",36.7816,-119.8257,car repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-artempodrez-8986177+(1).jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-maltelu-2244746.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-artempodrez-8986177+(1).jpg
Kurata Auto,1 559-264-2045,606 E Divisadero St,Fresno,California,93721,United states,"606 E Divisadero St, Fresno, CA 93721",36.7461,-119.7896,car repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-19x14-8478201.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-19x14-8478220.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-19x14-8478201.jpg
Deep's Auto Repair,1 559-485-1140,5240 E Jensen Ave,Fresno,California,93727,United states,"5240 E Jensen Ave, Fresno, CA 93727",36.7758,-119.7423,car repair,http://deepsautorepair.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-artempodrez-8986033.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-maltelu-2244746.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-19x14-8478220.jpg
Rasmussen Auto Repair,1 559-251-0669,1023 N Maple Ave,Fresno,California,93727,United states,"1023 N Maple Ave, Fresno, CA 93727",36.7957,-119.7893,car repair,https://rasmussenautorepairfresno.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-artempodrez-8986177+(1).jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-artempodrez-8985455.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-lumierestudiomx-4116225.jpg
Suki's Auto Repair & Shop,1 559-276-0869,4386 W Shields Ave,Fresno,California,93722,United states,"4386 W Shields Ave, Fresno, CA 93722",36.8095,-119.7901,car repair,,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-lumierestudiomx-4116225.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-artempodrez-8985455.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-lumierestudiomx-4116225.jpg
Papa Shop Mobile Mechanic,,1929 S Fifth St,Fresno,California,93702,United states,"1929 S Fifth St, Fresno, CA 93702",36.7328,-119.7925,car repair,http://fresnomobilemechanics.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-artempodrez-8986177+(1).jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-artempodrez-8985455.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/CAR/pexels-lumierestudiomx-4116225.jpg
"Jagdeep Singh Insurance Agency, Inc",1 559-277-5580,4185 W Figarden Dr #101,Fresno,California,93722,United states,"4185 W Figarden Dr #101, Fresno, CA 93722",36.8095,-119.7523,Insurance,http://www.jsinghagency.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Business+people+signing+contract+making+deal+with+life+insurance+agent+Concept+for+consultant+health+insurance.life+insurance+savings+plan.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Female+health+insurance+broker+presenting+his+insurance+benefits+to+businessman+fill+out+insurance+policy.+To+prevent+future+incidents.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Featured+image+of+article+title+Life+Insurance+Glossary.png
"Sandhu Bros Insurance Agency, Inc.",1 559-549-0002,4337 N Golden State Blvd #104,Fresno,California,93722,United states,"4337 N Golden State Blvd #104, Fresno, CA 93722",36.8242,-119.7915,Insurance,http://sandhubrosagency.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Estate+agent+pointing+finger+on+document+showing+total+cost.+Signing+a+paper+document+for+buying+house.Real+estate%2C+home+loan+and+insurance+concept.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Photo-realistic+image+for+the+insurance+sector.+Handshake+between+2+people.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Estate+agent+pointing+finger+on+document+showing+total+cost.+Signing+a+paper+document+for+buying+house.Real+estate%2C+home+loan+and+insurance+concept.png
Farmers Insurance - Rajdeep Pannu,1 559-825-5000,5550 W Spruce Ave Ste 101,Fresno,California,93722,United states,"5550 W Spruce Ave Ste 101, Fresno, CA 93722",36.8413,-119.8052,Insurance,https://agents.farmers.com/ca/fresno/rajdeep-pannu?SourceID=AMPALFGMAG&utm_source=GMB&utm_medium=Local&y_source=1_NTQ5NzczNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Family+couple+consultations+with+a+lawyer+or+insurance+agent.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Photo-realistic+image+for+the+insurance+sector.+Handshake+between+2+people.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Female+health+insurance+broker+presenting+his+insurance+benefits+to+businessman+fill+out+insurance+policy.+To+prevent+future+incidents.png
Farmers Insurance - Charanjit Sodhi,1 559-230-2006,1300 E Shaw Ave #150,Fresno,California,93710,United states,"1300 E Shaw Ave #150, Fresno, CA 93710",36.7745,-119.7303,Insurance,https://agents.farmers.com/ca/fresno/charanjit-sodhi?SourceID=AMPALFGMAG&utm_source=GMB&utm_medium=Local&y_source=1_MTU0Nzg5Ni03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Business+people+signing+contract+making+deal+with+life+insurance+agent+Concept+for+consultant+health+insurance.life+insurance+savings+plan.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Female+health+insurance+broker+presenting+his+insurance+benefits+to+businessman+fill+out+insurance+policy.+To+prevent+future+incidents.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Featured+image+of+article+title+Life+Insurance+Glossary.png
Fresno American Indian Health Project,1 559-320-0490,1551 E Shaw Ave Ste 139,Fresno,California,93710,United states,"1551 E Shaw Ave Ste 139, Fresno, CA 93710",36.7745,-119.7303,Insurance,http://www.faihp.org/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Estate+agent+pointing+finger+on+document+showing+total+cost.+Signing+a+paper+document+for+buying+house.Real+estate%2C+home+loan+and+insurance+concept.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Photo-realistic+image+for+the+insurance+sector.+Handshake+between+2+people.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Estate+agent+pointing+finger+on+document+showing+total+cost.+Signing+a+paper+document+for+buying+house.Real+estate%2C+home+loan+and+insurance+concept.png
"Jagdeep Singh Insurance Agency, Inc",1 559-277-5580,4185 W Figarden Dr #101,Fresno,California,93722,United states,"4185 W Figarden Dr #101, Fresno, CA 93722",36.8095,-119.7523,Auto insurance,http://www.jsinghagency.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Family+couple+consultations+with+a+lawyer+or+insurance+agent.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Photo-realistic+image+for+the+insurance+sector.+Handshake+between+2+people.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Female+health+insurance+broker+presenting+his+insurance+benefits+to+businessman+fill+out+insurance+policy.+To+prevent+future+incidents.png
Guru Commercial Insurance Brokers,1 559-842-5000,516 W Shaw Ave suite 200,Fresno,California,93704,United states,"516 W Shaw Ave suite 200, Fresno, CA 93704",36.7745,-119.7901,Auto insurance,http://www.gurucommercial.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Business+people+signing+contract+making+deal+with+life+insurance+agent+Concept+for+consultant+health+insurance.life+insurance+savings+plan.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Female+health+insurance+broker+presenting+his+insurance+benefits+to+businessman+fill+out+insurance+policy.+To+prevent+future+incidents.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Featured+image+of+article+title+Life+Insurance+Glossary.png
"Sandhu Bros Insurance Agency, Inc.",1 559-549-0002,4337 N Golden State Blvd #104,Fresno,California,93722,United states,"4337 N Golden State Blvd #104, Fresno, CA 93722",36.8242,-119.7915,Auto insurance,http://sandhubrosagency.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Business+people+signing+contract+making+deal+with+life+insurance+agent+Concept+for+consultant+health+insurance.life+insurance+savings+plan.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Female+health+insurance+broker+presenting+his+insurance+benefits+to+businessman+fill+out+insurance+policy.+To+prevent+future+incidents.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Featured+image+of+article+title+Life+Insurance+Glossary.png
Dawar Insurance Agency,1 559-538-0882,2926 N West Ave Ste A,Fresno,California,93705,United states,"2926 N West Ave Ste A, Fresno, CA 93705",36.782,-119.8248,Insurance,dawarinsuranceagency.com,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Estate+agent+pointing+finger+on+document+showing+total+cost.+Signing+a+paper+document+for+buying+house.Real+estate%2C+home+loan+and+insurance+concept.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Photo-realistic+image+for+the+insurance+sector.+Handshake+between+2+people.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Estate+agent+pointing+finger+on+document+showing+total+cost.+Signing+a+paper+document+for+buying+house.Real+estate%2C+home+loan+and+insurance+concept.png
"Jagdeep Singh Insurance Agency, Inc",1 559-277-5580,4185 W Figarden Dr #101,Fresno,California,93722,United states,"4185 W Figarden Dr #101, Fresno, CA 93722",36.8095,-119.7523,Auto insurance,http://www.jsinghagency.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Family+couple+consultations+with+a+lawyer+or+insurance+agent.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Photo-realistic+image+for+the+insurance+sector.+Handshake+between+2+people.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Female+health+insurance+broker+presenting+his+insurance+benefits+to+businessman+fill+out+insurance+policy.+To+prevent+future+incidents.png
"Sandhu Bros Insurance Agency, Inc.",1 559-549-0002,4337 N Golden State Blvd #104,Fresno,California,93722,United states,"4337 N Golden State Blvd #104, Fresno, CA 93722",36.8242,-119.7915,Truck insurance,http://sandhubrosagency.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Business+people+signing+contract+making+deal+with+life+insurance+agent+Concept+for+consultant+health+insurance.life+insurance+savings+plan.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Female+health+insurance+broker+presenting+his+insurance+benefits+to+businessman+fill+out+insurance+policy.+To+prevent+future+incidents.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Featured+image+of+article+title+Life+Insurance+Glossary.png
Farmers Insurance - Rajdeep Pannu,1 559-825-5000,5550 W Spruce Ave Ste 101,Fresno,California,93722,United states,"5550 W Spruce Ave Ste 101, Fresno, CA 93722",36.8413,-119.8052,Truck insurance,https://agents.farmers.com/ca/fresno/rajdeep-pannu?SourceID=AMPALFGMAG&utm_source=GMB&utm_medium=Local&y_source=1_NTQ5NzczNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Business+people+signing+contract+making+deal+with+life+insurance+agent+Concept+for+consultant+health+insurance.life+insurance+savings+plan.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Female+health+insurance+broker+presenting+his+insurance+benefits+to+businessman+fill+out+insurance+policy.+To+prevent+future+incidents.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Featured+image+of+article+title+Life+Insurance+Glossary.png
Farmers Insurance - Charanjit Sodhi,1 559-230-2006,1300 E Shaw Ave #150,Fresno,California,93710,United states,"1300 E Shaw Ave #150, Fresno, CA 93710",36.7745,-119.7303,Truck insurance,https://agents.farmers.com/ca/fresno/charanjit-sodhi?SourceID=AMPALFGMAG&utm_source=GMB&utm_medium=Local&y_source=1_MTU0Nzg5Ni03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Business+people+signing+contract+making+deal+with+life+insurance+agent+Concept+for+consultant+health+insurance.life+insurance+savings+plan.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Female+health+insurance+broker+presenting+his+insurance+benefits+to+businessman+fill+out+insurance+policy.+To+prevent+future+incidents.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Insurance_/Featured+image+of+article+title+Life+Insurance+Glossary.png
Whole Foods Market,,650 W Shaw Ave,Fresno,California,93704,United States,"650 W Shaw Ave, Fresno, CA 93704, USA",36.8093036,-119.8053868,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/a+1950s+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/in+a+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+collage+poster.png
Grocery Depot & Farmers Market,,4065 W Shaw Ave STE 105,Fresno,California,93711,United States,"4065 W Shaw Ave STE 105, Fresno, CA 93711, USA",36.8077847,-119.8637769,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/a+farmhouse+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/in+the+shop%2C+grocery+store%2C+grocery+carts%2C+photography%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+layout+hyperrealistic%2C+4k%2C+wideshot.png
Indian Grocery Superstore (IGS) & Restaurant,,5091 N Fresno St 145 B,Fresno,California,93710,United States,"5091 N Fresno St 145 B, Fresno, CA 93710, USA",36.8107216,-119.7820509,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/a+future+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/inside+a+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Grocery+Pick+Up.+Grocery+Pick+up_+grocery%2C+call+for%2C+pandemic%2C+separation%2C+sanitation.png
New India Sweets & Spices,,3225 W Shaw Ave Suite 103,Fresno,California,93711,United States,"3225 W Shaw Ave #103, Fresno, CA 93711, USA",36.8068165,-119.8501795,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/a+grocery+store+utopia.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/inside+of+a+small+grocery+shop.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+portal%2C+realistic%2C+modern+grocery%2C+realism%2C+ultra+realistic.png
Luv Punjab,,5560 E Kings Canyon Rd,Fresno,California,93727,United States,"Sunnyside Square Shopping Center, 5560 E Kings Canyon Rd, Fresno, CA 93727, USA",36.7348375,-119.7009744,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/a+grocery+with+crochet+food.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Internet+site+of+a+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store+(1).png
INDIAN BAZZAR,,3622 W Shaw Ave,Fresno,California,93711,United States,"3622 W Shaw Ave, Fresno, CA 93711, USA",36.8086237,-119.8590891,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/A+local+Indian+grocery+grocery+shop+inside%2C+grocey+items+in+the+shelf+behind+the+background%2C+high+exposure%2C+8k%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Japanese+grocery+store%2C+realistic+object+texture%2C+sunlight%2C+reflective%2C+grocery+art%2Chighly+realistic%2C+simple%2C+colorful+illustrations--ar+93_128.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store+(2).png
"Shan-e-Punjab supermarket Indian Grocery - Sweets, Snacks, Spices, Etc.",,4741 W Shaw Ave #106,Fresno,California,93722,United States,"4741 W Shaw Ave #106, Fresno, CA 93722, USA",36.8072717,-119.8789055,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/a+variety+of+grocery+store+aisles.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/man+facing+me+pushing+a+grocery+cart+in+a+grocery+store%2C+Wes+Anderson+style.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store+drink+display.png
Indian Market,,2811 W Clinton Ave,Fresno,California,93705,United States,"2811 W Clinton Ave, Fresno, CA 93705, USA",36.7711387,-119.8435779,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/as+interior+of+art+nouveau+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/man+shopping+in+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store+fresh+fruits+and+vegetables.png
